Total Objects,Sample Time,Time (ms)
1303,1701639056334,3
1304,1701639056394,2
1305,1701639056448,3
1306,1701639056497,3
1307,1701639056554,2
1308,1701639056613,2
1309,1701639056666,2
1310,1701639056715,3
1311,1701639056770,3
1312,1701639056829,1
1313,1701639056881,1
1314,1701639056928,3
1315,1701639056980,3
1316,1701639057038,3
1317,1701639057093,2
1318,1701639057141,3
1319,1701639057195,3
1320,1701639057253,2
1321,1701639057319,2
1322,1701639057370,2
1323,1701639057427,2
1324,1701639057485,3
1325,1701639057535,3
1326,1701639057584,2
1327,1701639057638,3
1328,1701639057695,2
1329,1701639057745,3
1330,1701639057795,3
1331,1701639057850,3
1332,1701639057909,2
1333,1701639057960,2
1334,1701639058008,2
1335,1701639058064,3
1336,1701639058123,1
1337,1701639058172,2
1338,1701639058219,4
1339,1701639058276,2
1340,1701639058334,3
1341,1701639058385,2
1342,1701639058434,2
1343,1701639058491,2
1344,1701639058549,3
1345,1701639058604,2
1346,1701639058658,3
1347,1701639058715,2
1348,1701639058771,2
1349,1701639058821,2
1350,1701639058870,2
1351,1701639058929,3
1352,1701639058984,3
1353,1701639059035,2
